"year","state","month","number","date"
2013,"Roraima","Março",179,2013-01-01
2014,"Roraima","Março",494,2014-01-01
2015,"Roraima","Março",163,2015-01-01
2016,"Roraima","Março",1.081,2016-01-01
2017,"Roraima","Março",216,2017-01-01
1998,"Roraima","Abril",0,1998-01-01
1999,"Roraima","Abril",16,1999-01-01
2000,"Roraima","Abril",0,2000-01-01
2001,"Roraima","Abril",380,2001-01-01
2002,"Roraima","Abril",41,2002-01-01
2003,"Roraima","Abril",268,2003-01-01
2004,"Roraima","Abril",182,2004-01-01
2005,"Roraima","Abril",22,2005-01-01
2006,"Roraima","Abril",201,2006-01-01
2007,"Roraima","Abril",58,2007-01-01
2008,"Roraima","Abril",175,2008-01-01
2009,"Roraima","Abril",115,2009-01-01
2010,"Roraima","Abril",15,2010-01-01
2011,"Roraima","Abril",108,2011-01-01
2012,"Roraima","Abril",25,2012-01-01
2013,"Roraima","Abril",87,2013-01-01
2014,"Roraima","Abril",162,2014-01-01
2015,"Roraima","Abril",278,2015-01-01
2016,"Roraima","Abril",126,2016-01-01
2017,"Roraima","Abril",51,2017-01-01
1998,"Roraima","Maio",0,1998-01-01
1999,"Roraima","Maio",0,1999-01-01
2000,"Roraima","Maio",7,2000-01-01
2001,"Roraima","Maio",9,2001-01-01
2002,"Roraima","Maio",0,2002-01-01
2003,"Roraima","Maio",0,2003-01-01
2004,"Roraima","Maio",2,2004-01-01
2005,"Roraima","Maio",1,2005-01-01
2006,"Roraima","Maio",0,2006-01-01
2007,"Roraima","Maio",0,2007-01-01
2008,"Roraima","Maio",8,2008-01-01
2009,"Roraima","Maio",219,2009-01-01
2010,"Roraima","Maio",3,2010-01-01
2011,"Roraima","Maio",4,2011-01-01
2012,"Roraima","Maio",18,2012-01-01
2013,"Roraima","Maio",4,2013-01-01
2014,"Roraima","Maio",58,2014-01-01
2015,"Roraima","Maio",12,2015-01-01
2016,"Roraima","Maio",22,2016-01-01
2017,"Roraima","Maio",29,2017-01-01
1998,"Roraima","Junho",0,1998-01-01
1999,"Roraima","Junho",3,1999-01-01
2000,"Roraima","Junho",0,2000-01-01
2001,"Roraima","Junho",1,2001-01-01
2002,"Roraima","Junho",0,2002-01-01
2003,"Roraima","Junho",0,2003-01-01
2004,"Roraima","Junho",6,2004-01-01
2005,"Roraima","Junho",5,2005-01-01
2006,"Roraima","Junho",0,2006-01-01
2007,"Roraima","Junho",1,2007-01-01
2008,"Roraima","Junho",0,2008-01-01
2009,"Roraima","Junho",16,2009-01-01
2010,"Roraima","Junho",0,2010-01-01
2011,"Roraima","Junho",6,2011-01-01
2012,"Roraima","Junho",22,2012-01-01
2013,"Roraima","Junho",6,2013-01-01
2014,"Roraima","Junho",4,2014-01-01
2015,"Roraima","Junho",3,2015-01-01
2016,"Roraima","Junho",7,2016-01-01
2017,"Roraima","Junho",4,2017-01-01
1998,"Roraima","Julho",1,1998-01-01
1999,"Roraima","Julho",4,1999-01-01
2000,"Roraima","Julho",0,2000-01-01
2001,"Roraima","Julho",1,2001-01-01
2002,"Roraima","Julho",7,2002-01-01
2003,"Roraima","Julho",0,2003-01-01
2004,"Roraima","Julho",2,2004-01-01
2005,"Roraima","Julho",2,2005-01-01
2006,"Roraima","Julho",0,2006-01-01
2007,"Roraima","Julho",3,2007-01-01
2008,"Roraima","Julho",0,2008-01-01
2009,"Roraima","Julho",18,2009-01-01
2010,"Roraima","Julho",1,2010-01-01
2011,"Roraima","Julho",9,2011-01-01
2012,"Roraima","Julho",2,2012-01-01
2013,"Roraima","Julho",4,2013-01-01
2014,"Roraima","Julho",9,2014-01-01
2015,"Roraima","Julho",5,2015-01-01
2016,"Roraima","Julho",0,2016-01-01
2017,"Roraima","Julho",3,2017-01-01
1998,"Roraima","Agosto",0,1998-01-01
1999,"Roraima","Agosto",1,1999-01-01
2000,"Roraima","Agosto",9,2000-01-01
2001,"Roraima","Agosto",4,2001-01-01
2002,"Roraima","Agosto",7,2002-01-01
2003,"Roraima","Agosto",2,2003-01-01
2004,"Roraima","Agosto",18,2004-01-01
2005,"Roraima","Agosto",9,2005-01-01
2006,"Roraima","Agosto",4,2006-01-01
2007,"Roraima","Agosto",2,2007-01-01
2008,"Roraima","Agosto",4,2008-01-01
2009,"Roraima","Agosto",29,2009-01-01
2010,"Roraima","Agosto",3,2010-01-01
2011,"Roraima","Agosto",39,2011-01-01
2012,"Roraima","Agosto",4,2012-01-01
2013,"Roraima","Agosto",3,2013-01-01
2014,"Roraima","Agosto",12,2014-01-01
2015,"Roraima","Agosto",11,2015-01-01
2016,"Roraima","Agosto",11,2016-01-01
2017,"Roraima","Agosto",35,2017-01-01
1998,"Roraima","Setembro",2,1998-01-01
1999,"Roraima","Setembro",3,1999-01-01
2000,"Roraima","Setembro",12,2000-01-01
2001,"Roraima","Setembro",1,2001-01-01
2002,"Roraima","Setembro",48,2002-01-01
2003,"Roraima","Setembro",6,2003-01-01
2004,"Roraima","Setembro",9,2004-01-01
2005,"Roraima","Setembro",72,2005-01-01
2006,"Roraima","Setembro",40,2006-01-01
2007,"Roraima","Setembro",9,2007-01-01
2008,"Roraima","Setembro",17,2008-01-01
2009,"Roraima","Setembro",117,2009-01-01
2010,"Roraima","Setembro",18,2010-01-01
2011,"Roraima","Setembro",53,2011-01-01
2012,"Roraima","Setembro",67,2012-01-01
2013,"Roraima","Setembro",18,2013-01-01
2014,"Roraima","Setembro",67,2014-01-01
2015,"Roraima","Setembro",77,2015-01-01
2016,"Roraima","Setembro",19,2016-01-01
2017,"Roraima","Setembro",43,2017-01-01
1998,"Roraima","Outubro",1,1998-01-01
1999,"Roraima","Outubro",10,1999-01-01
2000,"Roraima","Outubro",25,2000-01-01
2001,"Roraima","Outubro",13,2001-01-01
2002,"Roraima","Outubro",191,2002-01-01
2003,"Roraima","Outubro",14,2003-01-01
2004,"Roraima","Outubro",53,2004-01-01
2005,"Roraima","Outubro",88,2005-01-01
2006,"Roraima","Outubro",135,2006-01-01
2007,"Roraima","Outubro",15,2007-01-01
2008,"Roraima","Outubro",78,2008-01-01
2009,"Roraima","Outubro",197,2009-01-01
2010,"Roraima","Outubro",64,2010-01-01
2011,"Roraima","Outubro",65,2011-01-01
2012,"Roraima","Outubro",152,2012-01-01
2013,"Roraima","Outubro",63,2013-01-01
2014,"Roraima","Outubro",61,2014-01-01
2015,"Roraima","Outubro",181,2015-01-01
2016,"Roraima","Outubro",101,2016-01-01
2017,"Roraima","Outubro",156,2017-01-01
1998,"Roraima","Novembro",1,1998-01-01
1999,"Roraima","Novembro",15,1999-01-01
2000,"Roraima","Novembro",32,2000-01-01
2001,"Roraima","Novembro",76,2001-01-01
2002,"Roraima","Novembro",133,2002-01-01
2003,"Roraima","Novembro",27,2003-01-01
2004,"Roraima","Novembro",135,2004-01-01
2005,"Roraima","Novembro",135,2005-01-01
2006,"Roraima","Novembro",26,2006-01-01
2007,"Roraima","Novembro",112,2007-01-01
2008,"Roraima","Novembro",39,2008-01-01
2009,"Roraima","Novembro",312,2009-01-01
2010,"Roraima","Novembro",27,2010-01-01
2011,"Roraima","Novembro",121,2011-01-01
2012,"Roraima","Novembro",187,2012-01-01
2013,"Roraima","Novembro",106,2013-01-01
2014,"Roraima","Novembro",143,2014-01-01
2015,"Roraima","Novembro",280,2015-01-01
2016,"Roraima","Novembro",71,2016-01-01
2017,"Roraima","Novembro",327,2017-01-01
1998,"Roraima","Dezembro",16,1998-01-01
1999,"Roraima","Dezembro",35,1999-01-01
2000,"Roraima","Dezembro",77,2000-01-01
2001,"Roraima","Dezembro",76,2001-01-01
2002,"Roraima","Dezembro",199,2002-01-01
2003,"Roraima","Dezembro",157,2003-01-01
2004,"Roraima","Dezembro",160,2004-01-01
2005,"Roraima","Dezembro",71,2005-01-01
2006,"Roraima","Dezembro",101,2006-01-01
2007,"Roraima","Dezembro",8,2007-01-01
2008,"Roraima","Dezembro",5,2008-01-01
2009,"Roraima","Dezembro",290,2009-01-01
2010,"Roraima","Dezembro",73,2010-01-01
2011,"Roraima","Dezembro",249,2011-01-01
2012,"Roraima","Dezembro",78,2012-01-01
2013,"Roraima","Dezembro",65,2013-01-01
2014,"Roraima","Dezembro",277,2014-01-01
2015,"Roraima","Dezembro",304,2015-01-01
2016,"Roraima","Dezembro",136,2016-01-01
1998,"Santa Catarina","Janeiro",0,1998-01-01
1999,"Santa Catarina","Janeiro",11,1999-01-01
2000,"Santa Catarina","Janeiro",14,2000-01-01
2001,"Santa Catarina","Janeiro",11,2001-01-01
2002,"Santa Catarina","Janeiro",22,2002-01-01
2003,"Santa Catarina","Janeiro",45,2003-01-01
2004,"Santa Catarina","Janeiro",37,2004-01-01
2005,"Santa Catarina","Janeiro",46,2005-01-01
2006,"Santa Catarina","Janeiro",41,2006-01-01
2007,"Santa Catarina","Janeiro",9,2007-01-01
2008,"Santa Catarina","Janeiro",25,2008-01-01
2009,"Santa Catarina","Janeiro",21,2009-01-01
2010,"Santa Catarina","Janeiro",2,2010-01-01
2011,"Santa Catarina","Janeiro",9,2011-01-01
2012,"Santa Catarina","Janeiro",14,2012-01-01
2013,"Santa Catarina","Janeiro",18,2013-01-01
2014,"Santa Catarina","Janeiro",58,2014-01-01
2015,"Santa Catarina","Janeiro",28,2015-01-01
2016,"Santa Catarina","Janeiro",53,2016-01-01
2017,"Santa Catarina","Janeiro",46,2017-01-01
1998,"Santa Catarina","Fevereiro",0,1998-01-01
1999,"Santa Catarina","Fevereiro",2,1999-01-01
2000,"Santa Catarina","Fevereiro",8,2000-01-01
2001,"Santa Catarina","Fevereiro",0,2001-01-01
2002,"Santa Catarina","Fevereiro",5,2002-01-01
2003,"Santa Catarina","Fevereiro",43,2003-01-01
2004,"Santa Catarina","Fevereiro",29,2004-01-01
2005,"Santa Catarina","Fevereiro",46,2005-01-01
2006,"Santa Catarina","Fevereiro",18,2006-01-01
2007,"Santa Catarina","Fevereiro",14,2007-01-01
2008,"Santa Catarina","Fevereiro",29,2008-01-01
2009,"Santa Catarina","Fevereiro",7,2009-01-01
2010,"Santa Catarina","Fevereiro",15,2010-01-01
2011,"Santa Catarina","Fevereiro",1,2011-01-01
2012,"Santa Catarina","Fevereiro",13,2012-01-01
2013,"Santa Catarina","Fevereiro",12,2013-01-01
2014,"Santa Catarina","Fevereiro",27,2014-01-01
2015,"Santa Catarina","Fevereiro",23,2015-01-01
2016,"Santa Catarina","Fevereiro",10,2016-01-01
2017,"Santa Catarina","Fevereiro",31,2017-01-01
1998,"Santa Catarina","Março",0,1998-01-01
1999,"Santa Catarina","Março",7,1999-01-01
2000,"Santa Catarina","Março",46,2000-01-01
2001,"Santa Catarina","Março",1,2001-01-01
2002,"Santa Catarina","Março",12,2002-01-01
2003,"Santa Catarina","Março",58,2003-01-01
2004,"Santa Catarina","Março",73,2004-01-01
2005,"Santa Catarina","Março",92,2005-01-01
2006,"Santa Catarina","Março",48,2006-01-01
2007,"Santa Catarina","Março",23,2007-01-01
2008,"Santa Catarina","Março",14,2008-01-01
2009,"Santa Catarina","Março",33,2009-01-01
2010,"Santa Catarina","Março",9,2010-01-01
2011,"Santa Catarina","Março",8,2011-01-01
2012,"Santa Catarina","Março",65,2012-01-01
2013,"Santa Catarina","Março",14,2013-01-01
2014,"Santa Catarina","Março",15,2014-01-01
2015,"Santa Catarina","Março",37,2015-01-01
2016,"Santa Catarina","Março",21,2016-01-01
2017,"Santa Catarina","Março",12,2017-01-01
1998,"Santa Catarina","Abril",0,1998-01-01
1999,"Santa Catarina","Abril",0,1999-01-01
2000,"Santa Catarina","Abril",7,2000-01-01
2001,"Santa Catarina","Abril",1,2001-01-01
2002,"Santa Catarina","Abril",7,2002-01-01
2003,"Santa Catarina","Abril",120,2003-01-01
2004,"Santa Catarina","Abril",59,2004-01-01
2005,"Santa Catarina","Abril",25,2005-01-01
2006,"Santa Catarina","Abril",30,2006-01-01
2007,"Santa Catarina","Abril",2,2007-01-01
2008,"Santa Catarina","Abril",31,2008-01-01
2009,"Santa Catarina","Abril",57,2009-01-01
2010,"Santa Catarina","Abril",19,2010-01-01
2011,"Santa Catarina","Abril",5,2011-01-01
2012,"Santa Catarina","Abril",40,2012-01-01
2013,"Santa Catarina","Abril",46,2013-01-01
2014,"Santa Catarina","Abril",34,2014-01-01
2015,"Santa Catarina","Abril",32,2015-01-01
2016,"Santa Catarina","Abril",36,2016-01-01
2017,"Santa Catarina","Abril",26,2017-01-01
1998,"Santa Catarina","Maio",0,1998-01-01
1999,"Santa Catarina","Maio",1,1999-01-01
2000,"Santa Catarina","Maio",0,2000-01-01
2001,"Santa Catarina","Maio",2,2001-01-01
2002,"Santa Catarina","Maio",3,2002-01-01
2003,"Santa Catarina","Maio",84,2003-01-01
2004,"Santa Catarina","Maio",2,2004-01-01
2005,"Santa Catarina","Maio",21,2005-01-01
2006,"Santa Catarina","Maio",33,2006-01-01
2007,"Santa Catarina","Maio",2,2007-01-01
2008,"Santa Catarina","Maio",15,2008-01-01
2009,"Santa Catarina","Maio",33,2009-01-01
2010,"Santa Catarina","Maio",1,2010-01-01
2011,"Santa Catarina","Maio",16,2011-01-01
2012,"Santa Catarina","Maio",60,2012-01-01
2013,"Santa Catarina","Maio",52,2013-01-01
2014,"Santa Catarina","Maio",42,2014-01-01
2015,"Santa Catarina","Maio",70,2015-01-01
2016,"Santa Catarina","Maio",26,2016-01-01
2017,"Santa Catarina","Maio",36,2017-01-01
1998,"Santa Catarina","Junho",2,1998-01-01
1999,"Santa Catarina","Junho",0,1999-01-01
2000,"Santa Catarina","Junho",2,2000-01-01
2001,"Santa Catarina","Junho",1,2001-01-01
2002,"Santa Catarina","Junho",0,2002-01-01
2003,"Santa Catarina","Junho",68,2003-01-01
2004,"Santa Catarina","Junho",127,2004-01-01
2005,"Santa Catarina","Junho",58,2005-01-01
2006,"Santa Catarina","Junho",32,2006-01-01
2007,"Santa Catarina","Junho",11,2007-01-01
2008,"Santa Catarina","Junho",2,2008-01-01
2009,"Santa Catarina","Junho",14,2009-01-01
2010,"Santa Catarina","Junho",1,2010-01-01
2011,"Santa Catarina","Junho",26,2011-01-01
2012,"Santa Catarina","Junho",42,2012-01-01
2013,"Santa Catarina","Junho",31,2013-01-01
2014,"Santa Catarina","Junho",3,2014-01-01
2015,"Santa Catarina","Junho",104,2015-01-01
2016,"Santa Catarina","Junho",79,2016-01-01
2017,"Santa Catarina","Junho",70,2017-01-01
1998,"Santa Catarina","Julho",0,1998-01-01
1999,"Santa Catarina","Julho",2,1999-01-01
2000,"Santa Catarina","Julho",21,2000-01-01
2001,"Santa Catarina","Julho",5,2001-01-01
2002,"Santa Catarina","Julho",82,2002-01-01
2003,"Santa Catarina","Julho",43,2003-01-01
2004,"Santa Catarina","Julho",94,2004-01-01
2005,"Santa Catarina","Julho",90,2005-01-01
2006,"Santa Catarina","Julho",74,2006-01-01
2007,"Santa Catarina","Julho",12,2007-01-01
2008,"Santa Catarina","Julho",46,2008-01-01
2009,"Santa Catarina","Julho",26,2009-01-01
2010,"Santa Catarina","Julho",31,2010-01-01
2011,"Santa Catarina","Julho",31,2011-01-01
2012,"Santa Catarina","Julho",42,2012-01-01
2013,"Santa Catarina","Julho",69,2013-01-01
2014,"Santa Catarina","Julho",82,2014-01-01
2015,"Santa Catarina","Julho",45,2015-01-01
2016,"Santa Catarina","Julho",480,2016-01-01
2017,"Santa Catarina","Julho",591,2017-01-01
1998,"Santa Catarina","Agosto",0,1998-01-01
1999,"Santa Catarina","Agosto",51,1999-01-01
2000,"Santa Catarina","Agosto",69,2000-01-01
2001,"Santa Catarina","Agosto",24,2001-01-01
2002,"Santa Catarina","Agosto",702,2002-01-01
2003,"Santa Catarina","Agosto",1.513,2003-01-01
2004,"Santa Catarina","Agosto",728,2004-01-01
2005,"Santa Catarina","Agosto",391,2005-01-01
2006,"Santa Catarina","Agosto",728,2006-01-01
2007,"Santa Catarina","Agosto",462,2007-01-01
2008,"Santa Catarina","Agosto",51,2008-01-01
2009,"Santa Catarina","Agosto",759,2009-01-01
2010,"Santa Catarina","Agosto",511,2010-01-01
2011,"Santa Catarina","Agosto",175,2011-01-01
2012,"Santa Catarina","Agosto",398,2012-01-01
2013,"Santa Catarina","Agosto",236,2013-01-01
2014,"Santa Catarina","Agosto",459,2014-01-01
2015,"Santa Catarina","Agosto",379,2015-01-01
2016,"Santa Catarina","Agosto",765,2016-01-01
2017,"Santa Catarina","Agosto",713,2017-01-01
1998,"Santa Catarina","Setembro",6,1998-01-01
1999,"Santa Catarina","Setembro",101,1999-01-01
2000,"Santa Catarina","Setembro",36,2000-01-01
2001,"Santa Catarina","Setembro",18,2001-01-01
2002,"Santa Catarina","Setembro",416,2002-01-01
2003,"Santa Catarina","Setembro",1.339,2003-01-01
2004,"Santa Catarina","Setembro",755,2004-01-01
2005,"Santa Catarina","Setembro",116,2005-01-01
2006,"Santa Catarina","Setembro",530,2006-01-01
2007,"Santa Catarina","Setembro",617,2007-01-01
2008,"Santa Catarina","Setembro",233,2008-01-01
2009,"Santa Catarina","Setembro",47,2009-01-01
2010,"Santa Catarina","Setembro",198,2010-01-01
2011,"Santa Catarina","Setembro",450,2011-01-01
2012,"Santa Catarina","Setembro",188,2012-01-01
2013,"Santa Catarina","Setembro",303,2013-01-01
2014,"Santa Catarina","Setembro",208,2014-01-01
2015,"Santa Catarina","Setembro",156,2015-01-01
2016,"Santa Catarina","Setembro",644,2016-01-01
2017,"Santa Catarina","Setembro",626,2017-01-01
1998,"Santa Catarina","Outubro",4,1998-01-01
1999,"Santa Catarina","Outubro",16,1999-01-01
2000,"Santa Catarina","Outubro",55,2000-01-01
2001,"Santa Catarina","Outubro",26,2001-01-01
2002,"Santa Catarina","Outubro",42,2002-01-01
2003,"Santa Catarina","Outubro",669,2003-01-01
2004,"Santa Catarina","Outubro",704,2004-01-01
2005,"Santa Catarina","Outubro",197,2005-01-01
2006,"Santa Catarina","Outubro",269,2006-01-01
2007,"Santa Catarina","Outubro",35,2007-01-01
2008,"Santa Catarina","Outubro",56,2008-01-01
2009,"Santa Catarina","Outubro",252,2009-01-01
2010,"Santa Catarina","Outubro",76,2010-01-01
2011,"Santa Catarina","Outubro",102,2011-01-01
2012,"Santa Catarina","Outubro",34,2012-01-01
2013,"Santa Catarina","Outubro",107,2013-01-01
2014,"Santa Catarina","Outubro",122,2014-01-01
2015,"Santa Catarina","Outubro",21,2015-01-01
2016,"Santa Catarina","Outubro",56,2016-01-01
2017,"Santa Catarina","Outubro",51,2017-01-01
1998,"Santa Catarina","Novembro",21,1998-01-01
1999,"Santa Catarina","Novembro",84,1999-01-01
2000,"Santa Catarina","Novembro",19,2000-01-01
2001,"Santa Catarina","Novembro",66,2001-01-01
2002,"Santa Catarina","Novembro",348,2002-01-01
2003,"Santa Catarina","Novembro",347,2003-01-01
2004,"Santa Catarina","Novembro",279,2004-01-01
2005,"Santa Catarina","Novembro",384,2005-01-01
2006,"Santa Catarina","Novembro",45,2006-01-01
2007,"Santa Catarina","Novembro",26,2007-01-01
2008,"Santa Catarina","Novembro",16,2008-01-01
2009,"Santa Catarina","Novembro",61,2009-01-01
2010,"Santa Catarina","Novembro",88,2010-01-01
2011,"Santa Catarina","Novembro",79,2011-01-01
2012,"Santa Catarina","Novembro",72,2012-01-01
2013,"Santa Catarina","Novembro",84,2013-01-01
2014,"Santa Catarina","Novembro",43,2014-01-01
2015,"Santa Catarina","Novembro",9,2015-01-01
2016,"Santa Catarina","Novembro",156,2016-01-01
2017,"Santa Catarina","Novembro",152,2017-01-01
1998,"Santa Catarina","Dezembro",26,1998-01-01
1999,"Santa Catarina","Dezembro",89,1999-01-01
2000,"Santa Catarina","Dezembro",29,2000-01-01
2001,"Santa Catarina","Dezembro",45,2001-01-01
2002,"Santa Catarina","Dezembro",76,2002-01-01
2003,"Santa Catarina","Dezembro",129,2003-01-01
2004,"Santa Catarina","Dezembro",68,2004-01-01
2005,"Santa Catarina","Dezembro",17,2005-01-01
2006,"Santa Catarina","Dezembro",7,2006-01-01
2007,"Santa Catarina","Dezembro",17,2007-01-01
2008,"Santa Catarina","Dezembro",29,2008-01-01
2009,"Santa Catarina","Dezembro",20,2009-01-01
2010,"Santa Catarina","Dezembro",23,2010-01-01
2011,"Santa Catarina","Dezembro",24,2011-01-01
2012,"Santa Catarina","Dezembro",32,2012-01-01
2013,"Santa Catarina","Dezembro",74,2013-01-01
2014,"Santa Catarina","Dezembro",45,2014-01-01
2015,"Santa Catarina","Dezembro",19,2015-01-01
2016,"Santa Catarina","Dezembro",20,2016-01-01
1998,"Sao Paulo","Janeiro",0,1998-01-01
1999,"Sao Paulo","Janeiro",7,1999-01-01
2000,"Sao Paulo","Janeiro",36,2000-01-01
2001,"Sao Paulo","Janeiro",26,2001-01-01
2002,"Sao Paulo","Janeiro",19,2002-01-01
2003,"Sao Paulo","Janeiro",59,2003-01-01
2004,"Sao Paulo","Janeiro",37,2004-01-01
2005,"Sao Paulo","Janeiro",26,2005-01-01
2006,"Sao Paulo","Janeiro",76,2006-01-01
2007,"Sao Paulo","Janeiro",14,2007-01-01
2008,"Sao Paulo","Janeiro",34,2008-01-01
2009,"Sao Paulo","Janeiro",12,2009-01-01
2010,"Sao Paulo","Janeiro",45,2010-01-01
2011,"Sao Paulo","Janeiro",75,2011-01-01
2012,"Sao Paulo","Janeiro",38,2012-01-01
2013,"Sao Paulo","Janeiro",36,2013-01-01
2014,"Sao Paulo","Janeiro",99,2014-01-01
2015,"Sao Paulo","Janeiro",120,2015-01-01
2016,"Sao Paulo","Janeiro",85,2016-01-01
2017,"Sao Paulo","Janeiro",28,2017-01-01
1998,"Sao Paulo","Fevereiro",0,1998-01-01
1999,"Sao Paulo","Fevereiro",47,1999-01-01
2000,"Sao Paulo","Fevereiro",25,2000-01-01
2001,"Sao Paulo","Fevereiro",25,2001-01-01
2002,"Sao Paulo","Fevereiro",19,2002-01-01
2003,"Sao Paulo","Fevereiro",137,2003-01-01
2004,"Sao Paulo","Fevereiro",41,2004-01-01
2005,"Sao Paulo","Fevereiro",78,2005-01-01
2006,"Sao Paulo","Fevereiro",59,2006-01-01
2007,"Sao Paulo","Fevereiro",96,2007-01-01
2008,"Sao Paulo","Fevereiro",30,2008-01-01
2009,"Sao Paulo","Fevereiro",65,2009-01-01
2010,"Sao Paulo","Fevereiro",152,2010-01-01
2011,"Sao Paulo","Fevereiro",73,2011-01-01
2012,"Sao Paulo","Fevereiro",81,2012-01-01
2013,"Sao Paulo","Fevereiro",100,2013-01-01
2014,"Sao Paulo","Fevereiro",112,2014-01-01
2015,"Sao Paulo","Fevereiro",69,2015-01-01
2016,"Sao Paulo","Fevereiro",188,2016-01-01
2017,"Sao Paulo","Fevereiro",107,2017-01-01
1998,"Sao Paulo","Março",0,1998-01-01
1999,"Sao Paulo","Março",78,1999-01-01
2000,"Sao Paulo","Março",26,2000-01-01
2001,"Sao Paulo","Março",35,2001-01-01
2002,"Sao Paulo","Março",111,2002-01-01
2003,"Sao Paulo","Março",86,2003-01-01
2004,"Sao Paulo","Março",73,2004-01-01
2005,"Sao Paulo","Março",73,2005-01-01
2006,"Sao Paulo","Março",106,2006-01-01
2007,"Sao Paulo","Março",152,2007-01-01
2008,"Sao Paulo","Março",72,2008-01-01
2009,"Sao Paulo","Março",55,2009-01-01
2010,"Sao Paulo","Março",111,2010-01-01
2011,"Sao Paulo","Março",45,2011-01-01
2012,"Sao Paulo","Março",99,2012-01-01
2013,"Sao Paulo","Março",57,2013-01-01
2014,"Sao Paulo","Março",75,2014-01-01
2015,"Sao Paulo","Março",68,2015-01-01
2016,"Sao Paulo","Março",82,2016-01-01
2017,"Sao Paulo","Março",103,2017-01-01
1998,"Sao Paulo","Abril",0,1998-01-01
1999,"Sao Paulo","Abril",291,1999-01-01
2000,"Sao Paulo","Abril",102,2000-01-01
2001,"Sao Paulo","Abril",61,2001-01-01
2002,"Sao Paulo","Abril",178,2002-01-01
2003,"Sao Paulo","Abril",106,2003-01-01
2004,"Sao Paulo","Abril",36,2004-01-01
2005,"Sao Paulo","Abril",62,2005-01-01
2006,"Sao Paulo","Abril",63,2006-01-01
2007,"Sao Paulo","Abril",44,2007-01-01
2008,"Sao Paulo","Abril",84,2008-01-01
2009,"Sao Paulo","Abril",67,2009-01-01
2010,"Sao Paulo","Abril",91,2010-01-01
2011,"Sao Paulo","Abril",52,2011-01-01
2012,"Sao Paulo","Abril",82,2012-01-01
2013,"Sao Paulo","Abril",103,2013-01-01
2014,"Sao Paulo","Abril",103,2014-01-01
2015,"Sao Paulo","Abril",76,2015-01-01
2016,"Sao Paulo","Abril",307,2016-01-01
2017,"Sao Paulo","Abril",41,2017-01-01
